<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,1,20181008,12:26:00,221.7100000,221.7600000,221.5900000,221.6700000,3900
US2.AAPL,1,20181008,12:27:00,221.6800000,221.7900000,221.6600000,221.6800000,2400
US2.AAPL,1,20181008,12:28:00,221.7700000,222.1000000,221.7700000,221.9600000,3307
US2.AAPL,1,20181008,12:29:00,222.0200000,222.2300000,222.0200000,222.1400000,3800
US2.AAPL,1,20181008,12:30:00,222.1500000,222.1900000,222.1100000,222.1300000,1200
US2.AAPL,1,20181008,12:31:00,222.0900000,222.1500000,222.0200000,222.0300000,1800
US2.AAPL,1,20181008,12:32:00,222.0500000,222.1800000,222.0400000,222.1800000,1400
US2.AAPL,1,20181008,12:33:00,222.2000000,222.2000000,221.8900000,221.8900000,1700
US2.AAPL,1,20181008,12:34:00,221.8800000,221.8800000,221.8300000,221.8800000,500
US2.AAPL,1,20181008,12:35:00,222.0400000,222.0700000,221.9800000,222.0600000,1000
US2.AAPL,1,20181008,12:36:00,222.0900000,222.1000000,221.9200000,221.9500000,1560
US2.AAPL,1,20181008,12:37:00,221.9900000,222.2900000,221.9900000,222.2400000,2400
US2.AAPL,1,20181008,12:38:00,222.2300000,222.3600000,222.1800000,222.3600000,2360
US2.AAPL,1,20181008,12:39:00,222.2700000,222.3500000,222.2200000,222.3100000,2500
US2.AAPL,1,20181008,12:40:00,222.2800000,222.2800000,222.2200000,222.2500000,500
US2.AAPL,1,20181008,12:41:00,222.1600000,222.2000000,222.1300000,222.1900000,1468
US2.AAPL,1,20181008,12:42:00,222.2900000,222.2900000,222.1300000,222.1600000,885
US2.AAPL,1,20181008,12:43:00,222.1900000,222.3400000,222.1900000,222.3400000,600
US2.AAPL,1,20181008,12:44:00,222.2500000,222.2500000,222.1100000,222.2000000,901
US2.AAPL,1,20181008,12:45:00,222.2200000,222.2200000,222.0200000,222.0200000,2550
US2.AAPL,1,20181008,12:46:00,222.0700000,222.1400000,222.0700000,222.1100000,900
US2.AAPL,1,20181008,12:47:00,222.0800000,222.1500000,221.5900000,221.6000000,3836
US2.AAPL,1,20181008,12:48:00,221.7600000,221.7700000,221.6400000,221.7200000,1000
US2.AAPL,1,20181008,12:49:00,221.8300000,222.0500000,221.8300000,222.0400000,2500
US2.AAPL,1,20181008,12:50:00,222.0200000,222.0200000,221.8400000,221.8400000,1707
US2.AAPL,1,20181008,12:51:00,221.8600000,221.8800000,221.7700000,221.8100000,1600
US2.AAPL,1,20181008,12:52:00,221.8500000,221.9100000,221.7000000,221.7500000,1383
US2.AAPL,1,20181008,12:53:00,221.7000000,221.7900000,221.6800000,221.6900000,500
US2.AAPL,1,20181008,12:54:00,221.7000000,221.7000000,221.4800000,221.5600000,800
US2.AAPL,1,20181008,12:55:00,221.5000000,221.5000000,221.2900000,221.3400000,2801
US2.AAPL,1,20181008,12:56:00,221.4600000,221.4900000,221.2900000,221.4900000,1286
US2.AAPL,1,20181008,12:57:00,221.4600000,221.5300000,221.3600000,221.5000000,900
US2.AAPL,1,20181008,12:58:00,221.4100000,221.4900000,221.4000000,221.4000000,900
US2.AAPL,1,20181008,12:59:00,221.4100000,221.4200000,221.2600000,221.2600000,964
US2.AAPL,1,20181008,13:00:00,221.2200000,221.2200000,220.8900000,220.9800000,2974
US2.AAPL,1,20181008,13:01:00,221.0700000,221.3100000,221.0500000,221.3100000,1560
US2.AAPL,1,20181008,13:02:00,221.2900000,221.4300000,221.1700000,221.4300000,1652
US2.AAPL,1,20181008,13:03:00,221.4500000,221.5800000,221.4400000,221.5800000,600
US2.AAPL,1,20181008,13:04:00,221.5300000,221.6300000,221.4400000,221.5200000,2074
US2.AAPL,1,20181008,13:05:00,221.5400000,221.7000000,221.5000000,221.7000000,1300
US2.AAPL,1,20181008,13:06:00,221.6600000,221.7000000,221.5800000,221.6900000,900
US2.AAPL,1,20181008,13:07:00,221.7300000,221.7800000,221.6400000,221.7800000,1000
US2.AAPL,1,20181008,13:08:00,221.8000000,222.0100000,221.8000000,222.0100000,1400
US2.AAPL,1,20181008,13:09:00,221.9200000,222.1800000,221.8900000,222.1200000,1266
US2.AAPL,1,20181008,13:10:00,222.1100000,222.3400000,222.1100000,222.2100000,1803
US2.AAPL,1,20181008,13:11:00,222.1900000,222.2800000,222.1300000,222.1300000,940
US2.AAPL,1,20181008,13:12:00,222.1300000,222.1300000,222.0600000,222.0700000,700
US2.AAPL,1,20181008,13:13:00,222.1600000,222.1600000,222.0100000,222.0100000,1000
US2.AAPL,1,20181008,13:14:00,222.0400000,222.1700000,221.9900000,222.1500000,950
US2.AAPL,1,20181008,13:15:00,222.0900000,222.0900000,222.0000000,222.0100000,1500
US2.AAPL,1,20181008,13:16:00,221.9300000,221.9300000,221.9300000,221.9300000,100
US2.AAPL,1,20181008,13:17:00,221.8900000,221.9800000,221.8200000,221.9700000,1399
US2.AAPL,1,20181008,13:18:00,221.8900000,221.8900000,221.8400000,221.8400000,500
US2.AAPL,1,20181008,13:19:00,221.6200000,221.6300000,221.5700000,221.5900000,1000
US2.AAPL,1,20181008,13:20:00,221.6300000,221.7000000,221.5800000,221.6500000,2000
US2.AAPL,1,20181008,13:21:00,221.6500000,221.8000000,221.5900000,221.7100000,4100
US2.AAPL,1,20181008,13:22:00,221.6900000,221.6900000,221.5300000,221.6000000,900
US2.AAPL,1,20181008,13:23:00,221.6600000,221.7300000,221.6000000,221.7100000,2700
US2.AAPL,1,20181008,13:24:00,221.7100000,221.7400000,221.6300000,221.6700000,1300
US2.AAPL,1,20181008,13:25:00,221.6600000,221.9200000,221.6000000,221.9200000,2000
US2.AAPL,1,20181008,13:26:00,221.9500000,222.2200000,221.9500000,222.1400000,3140
US2.AAPL,1,20181008,13:27:00,222.0900000,222.1600000,222.0800000,222.1200000,1011
US2.AAPL,1,20181008,13:28:00,222.0200000,222.1100000,222.0200000,222.1100000,700
US2.AAPL,1,20181008,13:29:00,222.0800000,222.1600000,222.0500000,222.0500000,700
US2.AAPL,1,20181008,13:30:00,221.9900000,221.9900000,221.8100000,221.8100000,812
US2.AAPL,1,20181008,13:31:00,221.8200000,222.3200000,221.8200000,222.3000000,5436
US2.AAPL,1,20181008,13:32:00,222.3300000,222.4500000,222.3100000,222.3200000,3344
US2.AAPL,1,20181008,13:33:00,222.3900000,222.4800000,222.3700000,222.4800000,1100
US2.AAPL,1,20181008,13:34:00,222.4300000,222.5300000,222.4300000,222.5000000,1565
US2.AAPL,1,20181008,13:35:00,222.3900000,222.4500000,222.2800000,222.4500000,1375
US2.AAPL,1,20181008,13:36:00,222.4800000,222.6900000,222.4800000,222.6200000,2564
US2.AAPL,1,20181008,13:37:00,222.6000000,222.8000000,222.6000000,222.6900000,2200
US2.AAPL,1,20181008,13:38:00,222.7000000,222.7000000,222.5800000,222.6900000,2296
US2.AAPL,1,20181008,13:39:00,222.7400000,222.8400000,222.7400000,222.8300000,1300
US2.AAPL,1,20181008,13:40:00,222.8700000,222.9300000,222.8200000,222.8200000,700
US2.AAPL,1,20181008,13:41:00,222.8300000,223.0500000,222.8300000,222.9600000,2500
US2.AAPL,1,20181008,13:42:00,222.9100000,223.0500000,222.9100000,223.0500000,563
US2.AAPL,1,20181008,13:43:00,223.0700000,223.1400000,223.0700000,223.1100000,800
US2.AAPL,1,20181008,13:44:00,223.1100000,223.1100000,223.0900000,223.0900000,300
US2.AAPL,1,20181008,13:45:00,223.0900000,223.0900000,222.9800000,222.9800000,400
US2.AAPL,1,20181008,13:46:00,223.0200000,223.0200000,222.8300000,222.9400000,800
US2.AAPL,1,20181008,13:47:00,222.9700000,223.1000000,222.9500000,223.0000000,1100
US2.AAPL,1,20181008,13:48:00,223.1100000,223.1100000,222.9600000,223.0200000,1298
US2.AAPL,1,20181008,13:49:00,223.0700000,223.2800000,222.9800000,222.9800000,2246
US2.AAPL,1,20181008,13:50:00,223.0100000,223.0700000,222.8800000,222.9600000,1100
US2.AAPL,1,20181008,13:51:00,223.0200000,223.0500000,223.0000000,223.0000000,500
US2.AAPL,1,20181008,13:52:00,222.9500000,222.9500000,222.9400000,222.9400000,500
US2.AAPL,1,20181008,13:53:00,222.9900000,223.0200000,222.8700000,223.0200000,1936
US2.AAPL,1,20181008,13:54:00,223.0500000,223.1200000,223.0000000,223.1000000,1100
US2.AAPL,1,20181008,13:55:00,223.1200000,223.1300000,223.0300000,223.0300000,700
US2.AAPL,1,20181008,13:56:00,223.0300000,223.0300000,222.8800000,222.8800000,800
US2.AAPL,1,20181008,13:57:00,222.8400000,222.8600000,222.5700000,222.5700000,2861
US2.AAPL,1,20181008,13:58:00,222.5900000,222.6300000,222.5600000,222.6100000,2778
US2.AAPL,1,20181008,13:59:00,222.5800000,222.6300000,222.5200000,222.5500000,1400
US2.AAPL,1,20181008,14:00:00,222.6100000,222.6300000,222.5000000,222.5000000,823
US2.AAPL,1,20181008,14:01:00,222.4300000,222.6800000,222.4200000,222.6800000,2500
US2.AAPL,1,20181008,14:02:00,222.6800000,222.8000000,222.5700000,222.8000000,2769
US2.AAPL,1,20181008,14:03:00,222.8700000,223.1500000,222.8600000,223.1500000,2681
US2.AAPL,1,20181008,14:04:00,223.0750000,223.3900000,223.0750000,223.2900000,3400
US2.AAPL,1,20181008,14:05:00,223.2800000,223.3100000,223.1500000,223.2500000,1600
US2.AAPL,1,20181008,14:06:00,223.2800000,223.3900000,223.2800000,223.3800000,500
US2.AAPL,1,20181008,14:07:00,223.2900000,223.2900000,223.2900000,223.2900000,100
US2.AAPL,1,20181008,14:08:00,223.2700000,223.3200000,223.2000000,223.2000000,500
US2.AAPL,1,20181008,14:09:00,223.3200000,223.4900000,223.2600000,223.4900000,2782
US2.AAPL,1,20181008,14:10:00,223.4900000,223.7400000,223.4800000,223.5000000,3300
US2.AAPL,1,20181008,14:11:00,223.5100000,223.5200000,223.4700000,223.5200000,717
US2.AAPL,1,20181008,14:12:00,223.4500000,223.5000000,223.4000000,223.4500000,714
US2.AAPL,1,20181008,14:13:00,223.4800000,223.4800000,223.2500000,223.2500000,1148
US2.AAPL,1,20181008,14:14:00,223.2800000,223.3400000,223.2100000,223.2500000,2984
US2.AAPL,1,20181008,14:15:00,223.2700000,223.3400000,223.2400000,223.2400000,500
US2.AAPL,1,20181008,14:16:00,223.2800000,223.5000000,223.2600000,223.4600000,2400
US2.AAPL,1,20181008,14:17:00,223.5000000,223.5000000,223.3800000,223.3800000,1900
US2.AAPL,1,20181008,14:18:00,223.4100000,223.4100000,223.2700000,223.2700000,2000
US2.AAPL,1,20181008,14:19:00,223.3100000,223.3100000,223.0200000,223.0600000,2050
US2.AAPL,1,20181008,14:20:00,223.0700000,223.0900000,222.9200000,222.9300000,1500
US2.AAPL,1,20181008,14:21:00,222.9400000,223.0300000,222.9400000,223.0300000,2200
US2.AAPL,1,20181008,14:22:00,223.0800000,223.4700000,223.0800000,223.4400000,5760
US2.AAPL,1,20181008,14:23:00,223.3500000,223.3900000,223.2500000,223.2500000,1800
US2.AAPL,1,20181008,14:24:00,223.2600000,223.2600000,222.9800000,223.0100000,2752
US2.AAPL,1,20181008,14:25:00,223.0100000,223.0100000,222.9200000,222.9300000,2000
US2.AAPL,1,20181008,14:26:00,222.9000000,223.0000000,222.9000000,223.0000000,2300
US2.AAPL,1,20181008,14:27:00,223.0600000,223.1300000,223.0400000,223.0700000,1585
US2.AAPL,1,20181008,14:28:00,222.9800000,223.0800000,222.9800000,223.0100000,1399
US2.AAPL,1,20181008,14:29:00,223.0000000,223.0100000,222.7100000,222.7100000,7031
US2.AAPL,1,20181008,14:30:00,222.7300000,222.7900000,222.5500000,222.5600000,8000
US2.AAPL,1,20181008,14:31:00,222.6100000,223.0700000,222.6100000,223.0700000,6640
US2.AAPL,1,20181008,14:32:00,223.0500000,223.2400000,223.0500000,223.1400000,6152
US2.AAPL,1,20181008,14:33:00,223.2000000,223.2000000,223.0500000,223.0500000,4158
US2.AAPL,1,20181008,14:34:00,223.0900000,223.1100000,222.9400000,223.0800000,2208
US2.AAPL,1,20181008,14:35:00,223.0800000,223.1000000,222.9700000,223.0100000,1191
US2.AAPL,1,20181008,14:36:00,223.0000000,223.0000000,222.8300000,222.9500000,1659
US2.AAPL,1,20181008,14:37:00,222.8900000,222.8900000,222.7100000,222.7200000,2500
US2.AAPL,1,20181008,14:38:00,222.7000000,222.7700000,222.7000000,222.7400000,1372
US2.AAPL,1,20181008,14:39:00,222.6800000,222.7700000,222.6800000,222.7500000,2511
US2.AAPL,1,20181008,14:40:00,222.8300000,223.0800000,222.8300000,223.0800000,1100
US2.AAPL,1,20181008,14:41:00,223.0400000,223.0400000,222.8600000,222.8900000,2279
US2.AAPL,1,20181008,14:42:00,222.9100000,222.9900000,222.8400000,222.9900000,2131
US2.AAPL,1,20181008,14:43:00,222.9500000,223.0100000,222.8600000,222.8600000,1600
US2.AAPL,1,20181008,14:44:00,222.9000000,223.0000000,222.9000000,223.0000000,1300
US2.AAPL,1,20181008,14:45:00,223.0500000,223.1200000,222.9800000,223.0350000,2737
US2.AAPL,1,20181008,14:46:00,223.1000000,223.1500000,222.9700000,223.0800000,1399
US2.AAPL,1,20181008,14:47:00,223.0600000,223.1400000,223.0200000,223.1100000,2600
US2.AAPL,1,20181008,14:48:00,223.1300000,223.2050000,223.1200000,223.1500000,800
US2.AAPL,1,20181008,14:49:00,223.2500000,223.4900000,223.2500000,223.4900000,3795
US2.AAPL,1,20181008,14:50:00,223.4700000,223.4750000,223.3600000,223.3600000,2100
US2.AAPL,1,20181008,14:51:00,223.3600000,223.4650000,223.3200000,223.3700000,1800
US2.AAPL,1,20181008,14:52:00,223.4700000,223.5350000,223.4700000,223.5200000,1900
US2.AAPL,1,20181008,14:53:00,223.4800000,223.5600000,223.4800000,223.5600000,950
US2.AAPL,1,20181008,14:54:00,223.5900000,223.5900000,223.3200000,223.3600000,2700
US2.AAPL,1,20181008,14:55:00,223.3250000,223.3800000,223.2500000,223.2800000,4413
US2.AAPL,1,20181008,14:56:00,223.2800000,223.4500000,223.2500000,223.4500000,2992
US2.AAPL,1,20181008,14:57:00,223.4600000,223.6000000,223.4400000,223.4900000,2612
US2.AAPL,1,20181008,14:58:00,223.4600000,223.4800000,223.4000000,223.4800000,1900
US2.AAPL,1,20181008,14:59:00,223.5000000,223.5500000,223.3600000,223.4600000,3330
US2.AAPL,1,20181008,15:00:00,223.5000000,223.5400000,223.3800000,223.4100000,2613
US2.AAPL,1,20181008,15:01:00,223.3300000,223.6700000,223.3300000,223.5450000,4758
US2.AAPL,1,20181008,15:02:00,223.5500000,223.8900000,223.5500000,223.8900000,5615
US2.AAPL,1,20181008,15:03:00,223.9000000,223.9800000,223.8000000,223.9200000,5432
US2.AAPL,1,20181008,15:04:00,223.9300000,224.0000000,223.9000000,223.9200000,4400
US2.AAPL,1,20181008,15:05:00,223.9300000,223.9600000,223.8000000,223.9600000,3176
US2.AAPL,1,20181008,15:06:00,223.9550000,224.0600000,223.7600000,223.7600000,7005
US2.AAPL,1,20181008,15:07:00,223.7800000,223.8000000,223.6500000,223.7300000,4500
US2.AAPL,1,20181008,15:08:00,223.7600000,224.0900000,223.7600000,224.0700000,4400
US2.AAPL,1,20181008,15:09:00,224.1000000,224.1000000,223.9400000,224.0150000,5620
US2.AAPL,1,20181008,15:10:00,224.0000000,224.0400000,223.9200000,223.9200000,4854
US2.AAPL,1,20181008,15:11:00,223.9200000,224.0700000,223.8300000,223.9000000,3900
US2.AAPL,1,20181008,15:12:00,223.9500000,224.0350000,223.8800000,223.8900000,2800
US2.AAPL,1,20181008,15:13:00,223.9800000,224.0700000,223.9800000,223.9800000,1434
US2.AAPL,1,20181008,15:14:00,224.0300000,224.0600000,223.9600000,223.9600000,2090
US2.AAPL,1,20181008,15:15:00,224.0500000,224.0500000,223.9100000,223.9100000,1200
US2.AAPL,1,20181008,15:16:00,223.9000000,224.0000000,223.8700000,223.9800000,1200
US2.AAPL,1,20181008,15:17:00,223.9600000,224.2000000,223.9400000,224.0900000,5413
US2.AAPL,1,20181008,15:18:00,224.1100000,224.2000000,224.1100000,224.1400000,1200
US2.AAPL,1,20181008,15:19:00,224.1100000,224.1200000,223.9900000,223.9900000,1700
US2.AAPL,1,20181008,15:20:00,224.0300000,224.1100000,224.0200000,224.0900000,1800
US2.AAPL,1,20181008,15:21:00,224.0700000,224.1100000,224.0300000,224.1000000,2200
US2.AAPL,1,20181008,15:22:00,224.1000000,224.1800000,224.0300000,224.0300000,2500
US2.AAPL,1,20181008,15:23:00,224.0200000,224.0200000,223.8100000,223.8100000,2000
US2.AAPL,1,20181008,15:24:00,223.8400000,223.9400000,223.8400000,223.9400000,2400
US2.AAPL,1,20181008,15:25:00,223.9700000,223.9700000,223.6700000,223.7000000,2100
US2.AAPL,1,20181008,15:26:00,223.7300000,223.8300000,223.6800000,223.7900000,6252
US2.AAPL,1,20181008,15:27:00,223.8150000,223.9000000,223.7800000,223.8800000,2800
US2.AAPL,1,20181008,15:28:00,223.8300000,223.8700000,223.7600000,223.8700000,2695
US2.AAPL,1,20181008,15:29:00,223.8800000,223.9500000,223.7400000,223.7500000,3142
US2.AAPL,1,20181008,15:30:00,223.7600000,223.9500000,223.7400000,223.7400000,3800
US2.AAPL,1,20181008,15:31:00,223.7700000,224.2500000,223.7700000,224.1500000,9000
US2.AAPL,1,20181008,15:32:00,224.1300000,224.2600000,224.0600000,224.2600000,6256
US2.AAPL,1,20181008,15:33:00,224.2600000,224.4000000,224.2200000,224.4000000,9797
US2.AAPL,1,20181008,15:34:00,224.3500000,224.3700000,224.2900000,224.3300000,3700
US2.AAPL,1,20181008,15:35:00,224.3200000,224.3800000,224.2300000,224.3400000,3700
US2.AAPL,1,20181008,15:36:00,224.3100000,224.3700000,224.2400000,224.2400000,4890
US2.AAPL,1,20181008,15:37:00,224.2600000,224.3900000,224.2100000,224.3300000,5300
US2.AAPL,1,20181008,15:38:00,224.3300000,224.5400000,224.3200000,224.4600000,4175
US2.AAPL,1,20181008,15:39:00,224.5000000,224.6800000,224.4400000,224.4900000,5575
US2.AAPL,1,20181008,15:40:00,224.4900000,224.5800000,224.4700000,224.5600000,3700
US2.AAPL,1,20181008,15:41:00,224.5600000,224.6600000,224.5600000,224.6500000,4760
US2.AAPL,1,20181008,15:42:00,224.6000000,224.6700000,224.5300000,224.5300000,4089
US2.AAPL,1,20181008,15:43:00,224.5300000,224.7300000,224.5100000,224.6700000,4300
US2.AAPL,1,20181008,15:44:00,224.6200000,224.6200000,224.3700000,224.4100000,4200
US2.AAPL,1,20181008,15:45:00,224.3900000,224.4100000,224.2800000,224.3600000,3600
US2.AAPL,1,20181008,15:46:00,224.4000000,224.7800000,224.4000000,224.7100000,14743
US2.AAPL,1,20181008,15:47:00,224.6400000,224.6400000,224.4500000,224.5300000,2500
US2.AAPL,1,20181008,15:48:00,224.5300000,224.5300000,224.3600000,224.4100000,5000
US2.AAPL,1,20181008,15:49:00,224.4000000,224.4100000,224.3700000,224.4000000,2200
US2.AAPL,1,20181008,15:50:00,224.3800000,224.4100000,224.3400000,224.4000000,5061
US2.AAPL,1,20181008,15:51:00,224.4300000,224.5200000,224.0550000,224.1400000,10394
US2.AAPL,1,20181008,15:52:00,224.1000000,224.1400000,224.0500000,224.0500000,5000
US2.AAPL,1,20181008,15:53:00,224.0400000,224.0600000,223.9400000,223.9700000,2400
US2.AAPL,1,20181008,15:54:00,223.9900000,224.0700000,223.9900000,224.0100000,5011
US2.AAPL,1,20181008,15:55:00,224.0100000,224.0900000,223.9200000,223.9800000,8900
US2.AAPL,1,20181008,15:56:00,223.9700000,224.1500000,223.9200000,224.0000000,9591
US2.AAPL,1,20181008,15:57:00,223.9900000,224.0200000,223.8900000,223.9500000,5396
US2.AAPL,1,20181008,15:58:00,223.9600000,224.0600000,223.8800000,223.9200000,8528
US2.AAPL,1,20181008,15:59:00,223.9300000,224.0600000,223.9300000,224.0200000,9526
US2.AAPL,1,20181008,16:00:00,223.9300000,224.0700000,223.7600000,223.7600000,37021
US2.AAPL,1,20181009,09:31:00,223.6000000,224.1100000,222.9900000,223.7200000,9783
US2.AAPL,1,20181009,09:32:00,223.6900000,224.3100000,223.4400000,224.1100000,8291
US2.AAPL,1,20181009,09:33:00,224.0000000,224.2700000,223.9100000,224.1300000,12275
US2.AAPL,1,20181009,09:34:00,224.1000000,224.4900000,223.9400000,224.2400000,11158
US2.AAPL,1,20181009,09:35:00,224.2500000,224.4900000,223.9700000,223.9700000,17933
US2.AAPL,1,20181009,09:36:00,223.9000000,224.2800000,223.7200000,224.1000000,16750
US2.AAPL,1,20181009,09:37:00,224.0400000,224.3100000,223.8800000,224.2400000,17665
US2.AAPL,1,20181009,09:38:00,224.2500000,224.9300000,224.2300000,224.6300000,10448
US2.AAPL,1,20181009,09:39:00,224.6700000,224.7600000,224.3100000,224.5000000,12676
US2.AAPL,1,20181009,09:40:00,224.4300000,224.4300000,223.9700000,223.9700000,13363
US2.AAPL,1,20181009,09:41:00,224.0000000,224.0800000,223.4200000,223.6700000,10590
US2.AAPL,1,20181009,09:42:00,223.5900000,223.6200000,222.7000000,222.9500000,10395
US2.AAPL,1,20181009,09:43:00,222.9050000,223.4400000,222.8800000,223.3000000,11830
US2.AAPL,1,20181009,09:44:00,223.2600000,223.9800000,223.2400000,223.9600000,7053
US2.AAPL,1,20181009,09:45:00,223.9400000,224.0000000,223.7200000,223.9400000,6900
US2.AAPL,1,20181009,09:46:00,223.9700000,223.9700000,223.5300000,223.5400000,6427
US2.AAPL,1,20181009,09:47:00,223.5600000,223.5600000,222.6800000,222.6800000,11140
US2.AAPL,1,20181009,09:48:00,222.7300000,223.0900000,222.6900000,222.8500000,5948
US2.AAPL,1,20181009,09:49:00,222.7100000,222.7900000,222.2600000,222.3000000,14233
US2.AAPL,1,20181009,09:50:00,222.3200000,222.9900000,222.3200000,222.9400000,11330
US2.AAPL,1,20181009,09:51:00,222.9300000,223.0500000,222.6500000,223.0100000,6711
US2.AAPL,1,20181009,09:52:00,223.0500000,223.3700000,223.0200000,223.3100000,8013
US2.AAPL,1,20181009,09:53:00,223.3100000,223.3100000,222.9800000,223.0700000,5900
US2.AAPL,1,20181009,09:54:00,223.0500000,223.3300000,222.9800000,223.3200000,9585
US2.AAPL,1,20181009,09:55:00,223.3300000,223.5050000,223.2700000,223.4700000,5836
US2.AAPL,1,20181009,09:56:00,223.4000000,223.7000000,223.2000000,223.5600000,8846
US2.AAPL,1,20181009,09:57:00,223.5500000,223.7500000,223.5200000,223.7500000,3700
US2.AAPL,1,20181009,09:58:00,223.7200000,223.9800000,223.6200000,223.9400000,9416
US2.AAPL,1,20181009,09:59:00,223.9300000,224.1100000,223.8700000,223.9600000,4829
US2.AAPL,1,20181009,10:00:00,223.9600000,224.2500000,223.9500000,224.1500000,6478
US2.AAPL,1,20181009,10:01:00,224.1500000,224.2700000,223.9700000,224.1300000,7138
US2.AAPL,1,20181009,10:02:00,224.1000000,224.3300000,224.0500000,224.3300000,2307
US2.AAPL,1,20181009,10:03:00,224.3100000,224.3500000,224.0000000,224.0700000,6511
US2.AAPL,1,20181009,10:04:00,224.1200000,224.4200000,224.1200000,224.3700000,7000
US2.AAPL,1,20181009,10:05:00,224.2900000,224.3300000,224.1600000,224.3300000,3867
US2.AAPL,1,20181009,10:06:00,224.3400000,224.4200000,223.9000000,223.9000000,6867
US2.AAPL,1,20181009,10:07:00,224.0100000,224.0100000,223.5700000,223.6800000,10850
US2.AAPL,1,20181009,10:08:00,223.7000000,223.9400000,223.7000000,223.9000000,3200
US2.AAPL,1,20181009,10:09:00,223.8500000,223.9000000,223.5900000,223.7000000,4900
US2.AAPL,1,20181009,10:10:00,223.6700000,223.8100000,223.6300000,223.6600000,3148
US2.AAPL,1,20181009,10:11:00,223.6300000,224.0100000,223.6300000,223.9100000,3604
US2.AAPL,1,20181009,10:12:00,223.9400000,223.9400000,223.4600000,223.4900000,15536
US2.AAPL,1,20181009,10:13:00,223.5000000,223.5400000,223.4400000,223.4500000,3600
US2.AAPL,1,20181009,10:14:00,223.4300000,223.6400000,223.3700000,223.6400000,6600
US2.AAPL,1,20181009,10:15:00,223.6600000,223.7900000,223.5100000,223.7600000,6184
US2.AAPL,1,20181009,10:16:00,223.8000000,224.1400000,223.8000000,223.9900000,5642
US2.AAPL,1,20181009,10:17:00,224.0000000,224.1100000,223.9800000,224.0700000,4935
US2.AAPL,1,20181009,10:18:00,224.1100000,224.5100000,224.0500000,224.5000000,21713
US2.AAPL,1,20181009,10:19:00,224.4900000,224.8200000,224.4500000,224.8000000,11950
US2.AAPL,1,20181009,10:20:00,224.8300000,224.9400000,224.7400000,224.8800000,5200
US2.AAPL,1,20181009,10:21:00,224.8800000,225.5000000,224.8700000,225.4400000,15080
US2.AAPL,1,20181009,10:22:00,225.4300000,225.6600000,225.4200000,225.5400000,13609
US2.AAPL,1,20181009,10:23:00,225.5800000,225.6000000,225.3500000,225.3500000,9082
US2.AAPL,1,20181009,10:24:00,225.3700000,225.5900000,225.3100000,225.4400000,6241
US2.AAPL,1,20181009,10:25:00,225.3900000,225.7300000,225.3600000,225.7300000,6800
US2.AAPL,1,20181009,10:26:00,225.7500000,225.7500000,225.5600000,225.6100000,6011
US2.AAPL,1,20181009,10:27:00,225.5700000,225.8300000,225.5400000,225.7900000,6190
US2.AAPL,1,20181009,10:28:00,225.7900000,226.0200000,225.7800000,225.9100000,10947
US2.AAPL,1,20181009,10:29:00,225.9400000,226.2900000,225.9400000,226.2300000,6536
US2.AAPL,1,20181009,10:30:00,226.2900000,226.3800000,226.1400000,226.3100000,8368
US2.AAPL,1,20181009,10:31:00,226.3100000,226.4900000,226.3100000,226.3300000,5494
US2.AAPL,1,20181009,10:32:00,226.3500000,226.6500000,226.2800000,226.5500000,10418
US2.AAPL,1,20181009,10:33:00,226.5000000,226.6900000,226.4600000,226.6050000,8385
US2.AAPL,1,20181009,10:34:00,226.6000000,226.6000000,226.2400000,226.2700000,8756
US2.AAPL,1,20181009,10:35:00,226.2800000,226.4800000,226.1800000,226.4000000,11475
US2.AAPL,1,20181009,10:36:00,226.4300000,226.7100000,226.4300000,226.5200000,5558
US2.AAPL,1,20181009,10:37:00,226.5000000,226.5700000,226.4600000,226.5000000,17555
US2.AAPL,1,20181009,10:38:00,226.5100000,226.5500000,226.3900000,226.4900000,19166
US2.AAPL,1,20181009,10:39:00,226.5000000,226.5800000,226.4800000,226.5200000,7438
US2.AAPL,1,20181009,10:40:00,226.5000000,226.6600000,226.4700000,226.5700000,7798
US2.AAPL,1,20181009,10:41:00,226.5600000,226.6300000,226.4900000,226.6100000,3200
US2.AAPL,1,20181009,10:42:00,226.6200000,226.8700000,226.5400000,226.8700000,6522
US2.AAPL,1,20181009,10:43:00,226.8400000,226.9800000,226.8400000,226.8500000,7099
US2.AAPL,1,20181009,10:44:00,226.8600000,226.8600000,226.7000000,226.8100000,3895
US2.AAPL,1,20181009,10:45:00,226.7900000,227.0500000,226.7400000,226.8400000,6215
US2.AAPL,1,20181009,10:46:00,226.8000000,226.9000000,226.7400000,226.7700000,16427
US2.AAPL,1,20181009,10:47:00,226.7900000,226.9400000,226.7900000,226.9400000,2800
US2.AAPL,1,20181009,10:48:00,226.9000000,226.9300000,226.6200000,226.6700000,9655
US2.AAPL,1,20181009,10:49:00,226.6100000,226.8100000,226.6000000,226.6500000,6082
US2.AAPL,1,20181009,10:50:00,226.6700000,226.8000000,226.5800000,226.6100000,8685
US2.AAPL,1,20181009,10:51:00,226.6400000,226.7400000,226.4600000,226.4600000,5447
US2.AAPL,1,20181009,10:52:00,226.4500000,226.4700000,226.1100000,226.1100000,12392
