<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,1,20180920,11:13:00,221.0000000,221.0000000,220.8700000,220.9300000,3819
US2.AAPL,1,20180920,11:14:00,220.9100000,221.0000000,220.9100000,220.9100000,2400
US2.AAPL,1,20180920,11:15:00,220.9300000,220.9500000,220.6800000,220.7200000,5077
US2.AAPL,1,20180920,11:16:00,220.7100000,220.7800000,220.6800000,220.7100000,3500
US2.AAPL,1,20180920,11:17:00,220.7200000,220.7200000,220.5500000,220.5900000,2200
US2.AAPL,1,20180920,11:18:00,220.5900000,220.7800000,220.5900000,220.7800000,3200
US2.AAPL,1,20180920,11:19:00,220.8000000,220.8600000,220.7300000,220.7300000,1100
US2.AAPL,1,20180920,11:20:00,220.7500000,220.8400000,220.7400000,220.8300000,2200
US2.AAPL,1,20180920,11:21:00,220.8200000,220.8400000,220.7250000,220.7500000,1390
US2.AAPL,1,20180920,11:22:00,220.7100000,220.8600000,220.6500000,220.8600000,3855
US2.AAPL,1,20180920,11:23:00,220.9000000,220.9600000,220.9000000,220.9300000,2500
US2.AAPL,1,20180920,11:24:00,220.9700000,220.9700000,220.8600000,220.9300000,4135
US2.AAPL,1,20180920,11:25:00,220.9200000,220.9700000,220.8700000,220.9450000,4000
US2.AAPL,1,20180920,11:26:00,220.9200000,220.9800000,220.8500000,220.8600000,1900
US2.AAPL,1,20180920,11:27:00,220.8400000,220.9100000,220.8100000,220.8700000,3275
US2.AAPL,1,20180920,11:28:00,220.8700000,220.9900000,220.8700000,220.9500000,1900
US2.AAPL,1,20180920,11:29:00,220.9600000,220.9600000,220.7700000,220.8500000,2725
US2.AAPL,1,20180920,11:30:00,220.8500000,220.9800000,220.8500000,220.9800000,3137
US2.AAPL,1,20180920,11:31:00,220.9900000,220.9900000,220.9350000,220.9900000,3200
US2.AAPL,1,20180920,11:32:00,220.9750000,221.0500000,220.9150000,220.9700000,3485
US2.AAPL,1,20180920,11:33:00,220.9800000,221.2000000,220.9800000,221.2000000,6358
US2.AAPL,1,20180920,11:34:00,221.1900000,221.4000000,221.1900000,221.3700000,5391
US2.AAPL,1,20180920,11:35:00,221.3100000,221.3400000,221.2450000,221.2700000,2500
US2.AAPL,1,20180920,11:36:00,221.2900000,221.4200000,221.2200000,221.4100000,4300
US2.AAPL,1,20180920,11:37:00,221.4200000,221.4700000,221.3750000,221.4700000,5214
US2.AAPL,1,20180920,11:38:00,221.4500000,221.5900000,221.4500000,221.5000000,5651
US2.AAPL,1,20180920,11:39:00,221.5200000,221.5600000,221.3500000,221.3500000,7221
US2.AAPL,1,20180920,11:40:00,221.3700000,221.3700000,221.1750000,221.1900000,3000
US2.AAPL,1,20180920,11:41:00,221.1900000,221.3000000,221.1900000,221.2800000,2100
US2.AAPL,1,20180920,11:42:00,221.2800000,221.3600000,221.2400000,221.3250000,2100
US2.AAPL,1,20180920,11:43:00,221.3700000,221.4600000,221.2900000,221.2900000,3400
US2.AAPL,1,20180920,11:44:00,221.2800000,221.4700000,221.2800000,221.4700000,3062
US2.AAPL,1,20180920,11:45:00,221.4900000,221.6900000,221.4350000,221.6100000,8070
US2.AAPL,1,20180920,11:46:00,221.6400000,221.6500000,221.4900000,221.5200000,9991
US2.AAPL,1,20180920,11:47:00,221.5300000,221.5300000,221.3400000,221.4400000,2919
US2.AAPL,1,20180920,11:48:00,221.4500000,221.4500000,221.2000000,221.2600000,3100
US2.AAPL,1,20180920,11:49:00,221.2800000,221.3000000,221.2150000,221.2150000,1989
US2.AAPL,1,20180920,11:50:00,221.2500000,221.3000000,221.1600000,221.1650000,1830
US2.AAPL,1,20180920,11:51:00,221.1800000,221.1800000,221.0700000,221.1300000,2400
US2.AAPL,1,20180920,11:52:00,221.1400000,221.2500000,221.1400000,221.2400000,2000
US2.AAPL,1,20180920,11:53:00,221.2000000,221.2200000,221.1900000,221.1900000,1364
US2.AAPL,1,20180920,11:54:00,221.2100000,221.2600000,221.2000000,221.2500000,1939
US2.AAPL,1,20180920,11:55:00,221.2700000,221.2700000,221.1200000,221.1900000,2300
US2.AAPL,1,20180920,11:56:00,221.2300000,221.2400000,221.1000000,221.1100000,1682
US2.AAPL,1,20180920,11:57:00,221.0650000,221.1400000,221.0500000,221.1000000,1700
US2.AAPL,1,20180920,11:58:00,221.1200000,221.1700000,221.1200000,221.1400000,1200
US2.AAPL,1,20180920,11:59:00,221.1500000,221.1900000,221.1400000,221.1900000,3100
US2.AAPL,1,20180920,12:00:00,221.2200000,221.3100000,221.2200000,221.3000000,2700
US2.AAPL,1,20180920,12:01:00,221.3000000,221.3000000,221.1350000,221.1350000,1300
US2.AAPL,1,20180920,12:02:00,221.1400000,221.1400000,221.0700000,221.1300000,3200
US2.AAPL,1,20180920,12:03:00,221.1000000,221.1000000,220.8500000,220.8600000,5600
US2.AAPL,1,20180920,12:04:00,220.8500000,220.9700000,220.8500000,220.9300000,3288
US2.AAPL,1,20180920,12:05:00,220.9300000,220.9300000,220.7600000,220.8100000,1731
US2.AAPL,1,20180920,12:06:00,220.8000000,220.8600000,220.7700000,220.7700000,3487
US2.AAPL,1,20180920,12:07:00,220.7700000,220.9000000,220.7500000,220.8600000,4241
US2.AAPL,1,20180920,12:08:00,220.8600000,220.9600000,220.8500000,220.9600000,2275
US2.AAPL,1,20180920,12:09:00,220.9800000,221.0100000,220.9100000,220.9300000,3000
US2.AAPL,1,20180920,12:10:00,220.9200000,220.9500000,220.8200000,220.8800000,2000
US2.AAPL,1,20180920,12:11:00,220.9100000,220.9600000,220.8600000,220.8600000,2167
US2.AAPL,1,20180920,12:12:00,220.8700000,220.8900000,220.7900000,220.8100000,4000
US2.AAPL,1,20180920,12:13:00,220.8200000,220.8700000,220.7900000,220.8200000,1700
US2.AAPL,1,20180920,12:14:00,220.8300000,220.8600000,220.8200000,220.8300000,1882
US2.AAPL,1,20180920,12:15:00,220.7400000,220.7700000,220.6100000,220.6100000,4700
US2.AAPL,1,20180920,12:16:00,220.6300000,220.7000000,220.6300000,220.6900000,3261
US2.AAPL,1,20180920,12:17:00,220.7000000,220.7100000,220.6300000,220.7000000,3150
US2.AAPL,1,20180920,12:18:00,220.7100000,220.8900000,220.7100000,220.8400000,2500
US2.AAPL,1,20180920,12:19:00,220.8600000,220.9400000,220.8500000,220.9300000,2200
US2.AAPL,1,20180920,12:20:00,220.9200000,220.9200000,220.7800000,220.8300000,2500
US2.AAPL,1,20180920,12:21:00,220.8500000,220.8900000,220.8100000,220.8100000,2500
US2.AAPL,1,20180920,12:22:00,220.8200000,220.8300000,220.8100000,220.8100000,1200
US2.AAPL,1,20180920,12:23:00,220.8200000,220.8400000,220.7800000,220.8000000,1700
US2.AAPL,1,20180920,12:24:00,220.8100000,220.9800000,220.8100000,220.9400000,3426
US2.AAPL,1,20180920,12:25:00,220.8900000,220.9700000,220.8600000,220.9700000,1700
US2.AAPL,1,20180920,12:26:00,220.9600000,220.9900000,220.9400000,220.9800000,2100
US2.AAPL,1,20180920,12:27:00,220.9800000,220.9800000,220.8800000,220.8900000,2000
US2.AAPL,1,20180920,12:28:00,220.9000000,220.9000000,220.8100000,220.8500000,3900
US2.AAPL,1,20180920,12:29:00,220.8500000,220.8900000,220.8400000,220.8900000,1200
US2.AAPL,1,20180920,12:30:00,220.9000000,220.9200000,220.8900000,220.9100000,1100
US2.AAPL,1,20180920,12:31:00,220.9400000,220.9400000,220.8700000,220.8800000,2000
US2.AAPL,1,20180920,12:32:00,220.8900000,220.9100000,220.8000000,220.8100000,1700
US2.AAPL,1,20180920,12:33:00,220.8200000,220.8500000,220.7100000,220.7200000,2448
US2.AAPL,1,20180920,12:34:00,220.7200000,220.7600000,220.6800000,220.6800000,2571
US2.AAPL,1,20180920,12:35:00,220.7100000,220.7200000,220.6250000,220.6600000,2400
US2.AAPL,1,20180920,12:36:00,220.7200000,220.7200000,220.6800000,220.7100000,1800
US2.AAPL,1,20180920,12:37:00,220.7200000,220.7600000,220.6900000,220.7600000,1800
US2.AAPL,1,20180920,12:38:00,220.7700000,220.8800000,220.7400000,220.8450000,5300
US2.AAPL,1,20180920,12:39:00,220.9100000,220.9100000,220.8400000,220.8600000,1500
US2.AAPL,1,20180920,12:40:00,220.8800000,220.9100000,220.8600000,220.9100000,1200
US2.AAPL,1,20180920,12:41:00,220.9300000,220.9800000,220.8700000,220.8700000,3528
US2.AAPL,1,20180920,12:42:00,220.8300000,220.8300000,220.7200000,220.7600000,5022
US2.AAPL,1,20180920,12:43:00,220.7700000,220.8400000,220.7300000,220.8000000,4200
US2.AAPL,1,20180920,12:44:00,220.7900000,220.8300000,220.7400000,220.8300000,1700
US2.AAPL,1,20180920,12:45:00,220.8300000,220.9900000,220.8200000,220.9900000,1700
US2.AAPL,1,20180920,12:46:00,220.9900000,221.0800000,220.9500000,220.9900000,3400
US2.AAPL,1,20180920,12:47:00,221.0000000,221.0400000,221.0000000,221.0400000,1700
US2.AAPL,1,20180920,12:48:00,221.0700000,221.1100000,221.0700000,221.0900000,1200
US2.AAPL,1,20180920,12:49:00,221.1000000,221.1300000,221.1000000,221.1300000,800
US2.AAPL,1,20180920,12:50:00,221.1300000,221.1700000,221.1300000,221.1700000,1200
US2.AAPL,1,20180920,12:51:00,221.1700000,221.2000000,221.0900000,221.0900000,1539
US2.AAPL,1,20180920,12:52:00,221.0600000,221.1800000,221.0600000,221.1700000,2800
US2.AAPL,1,20180920,12:53:00,221.1550000,221.1600000,221.1200000,221.1200000,2100
US2.AAPL,1,20180920,12:54:00,221.1200000,221.2000000,221.1150000,221.1900000,3100
US2.AAPL,1,20180920,12:55:00,221.2100000,221.2100000,221.1250000,221.1300000,1600
US2.AAPL,1,20180920,12:56:00,221.0600000,221.1500000,221.0600000,221.1500000,2000
US2.AAPL,1,20180920,12:57:00,221.1400000,221.2100000,221.1200000,221.2000000,1800
US2.AAPL,1,20180920,12:58:00,221.2200000,221.2500000,221.1500000,221.1600000,2880
US2.AAPL,1,20180920,12:59:00,221.1900000,221.1900000,221.1300000,221.1800000,1700
US2.AAPL,1,20180920,13:00:00,221.2000000,221.2000000,221.1400000,221.1500000,600
US2.AAPL,1,20180920,13:01:00,221.1800000,221.2300000,221.1600000,221.2100000,1800
US2.AAPL,1,20180920,13:02:00,221.1500000,221.1500000,221.1100000,221.1200000,1300
US2.AAPL,1,20180920,13:03:00,221.1300000,221.2200000,221.1300000,221.1900000,3900
US2.AAPL,1,20180920,13:04:00,221.1800000,221.2300000,221.1600000,221.2300000,1800
US2.AAPL,1,20180920,13:05:00,221.2500000,221.2800000,221.2500000,221.2500000,2900
US2.AAPL,1,20180920,13:06:00,221.2000000,221.2000000,221.1400000,221.2000000,1300
US2.AAPL,1,20180920,13:07:00,221.1800000,221.1800000,221.1500000,221.1800000,1500
US2.AAPL,1,20180920,13:08:00,221.1900000,221.2300000,221.1700000,221.2300000,2100
US2.AAPL,1,20180920,13:09:00,221.2400000,221.2800000,221.1900000,221.2400000,2570
US2.AAPL,1,20180920,13:10:00,221.2300000,221.2800000,221.1900000,221.2800000,1200
US2.AAPL,1,20180920,13:11:00,221.2700000,221.2700000,221.2400000,221.2400000,1131
US2.AAPL,1,20180920,13:12:00,221.2500000,221.2500000,221.1700000,221.2500000,2500
US2.AAPL,1,20180920,13:13:00,221.2700000,221.3000000,221.2200000,221.2200000,2395
US2.AAPL,1,20180920,13:14:00,221.2000000,221.2000000,220.9000000,220.9000000,4050
US2.AAPL,1,20180920,13:15:00,220.8800000,221.0500000,220.8800000,221.0400000,3497
US2.AAPL,1,20180920,13:16:00,221.0500000,221.0900000,221.0300000,221.0800000,1600
US2.AAPL,1,20180920,13:17:00,221.0900000,221.1400000,221.0900000,221.1400000,1600
US2.AAPL,1,20180920,13:18:00,221.1100000,221.1500000,221.1100000,221.1500000,1100
US2.AAPL,1,20180920,13:19:00,221.1500000,221.1700000,221.1000000,221.1000000,1000
US2.AAPL,1,20180920,13:20:00,221.0900000,221.1100000,221.0200000,221.0200000,2000
US2.AAPL,1,20180920,13:21:00,221.0200000,221.0200000,220.9700000,220.9900000,3100
US2.AAPL,1,20180920,13:22:00,220.9700000,220.9700000,220.9000000,220.9200000,2324
US2.AAPL,1,20180920,13:23:00,220.8500000,220.9100000,220.8450000,220.8900000,1640
US2.AAPL,1,20180920,13:24:00,220.9100000,220.9400000,220.9100000,220.9400000,600
US2.AAPL,1,20180920,13:25:00,220.9300000,221.0000000,220.9300000,220.9900000,700
US2.AAPL,1,20180920,13:26:00,220.9900000,221.0100000,220.9800000,221.0100000,1100
US2.AAPL,1,20180920,13:27:00,220.9900000,221.0200000,220.9500000,220.9950000,7564
US2.AAPL,1,20180920,13:28:00,220.9900000,220.9900000,220.9100000,220.9200000,3857
US2.AAPL,1,20180920,13:29:00,220.9200000,221.0200000,220.9200000,220.9900000,1854
US2.AAPL,1,20180920,13:30:00,220.9900000,221.0100000,220.9900000,220.9900000,1700
US2.AAPL,1,20180920,13:31:00,220.9800000,220.9900000,220.9100000,220.9200000,4713
US2.AAPL,1,20180920,13:32:00,220.9100000,220.9400000,220.9000000,220.9100000,2000
US2.AAPL,1,20180920,13:33:00,220.9000000,220.9350000,220.8900000,220.8900000,1000
US2.AAPL,1,20180920,13:34:00,220.9300000,220.9850000,220.9100000,220.9850000,1700
US2.AAPL,1,20180920,13:35:00,221.0000000,221.0500000,220.9850000,221.0500000,10235
US2.AAPL,1,20180920,13:36:00,221.0800000,221.1200000,221.0700000,221.1200000,900
US2.AAPL,1,20180920,13:37:00,221.1400000,221.1700000,221.1000000,221.1000000,2105
US2.AAPL,1,20180920,13:38:00,221.0800000,221.1000000,221.0650000,221.1000000,3493
US2.AAPL,1,20180920,13:39:00,221.1000000,221.1000000,221.0700000,221.0700000,700
US2.AAPL,1,20180920,13:40:00,221.0700000,221.0900000,220.9850000,220.9900000,2535
US2.AAPL,1,20180920,13:41:00,220.9900000,220.9900000,220.9000000,220.9100000,3000
US2.AAPL,1,20180920,13:42:00,220.8900000,220.8900000,220.8200000,220.8500000,2100
US2.AAPL,1,20180920,13:43:00,220.8050000,220.8400000,220.7400000,220.7500000,5300
US2.AAPL,1,20180920,13:44:00,220.8000000,220.8300000,220.7800000,220.7800000,3535
US2.AAPL,1,20180920,13:45:00,220.7700000,220.8000000,220.7400000,220.8000000,1600
US2.AAPL,1,20180920,13:46:00,220.7900000,220.7900000,220.5900000,220.5900000,4174
US2.AAPL,1,20180920,13:47:00,220.5800000,220.5900000,220.4500000,220.5500000,6740
US2.AAPL,1,20180920,13:48:00,220.5800000,220.6500000,220.5800000,220.6200000,2531
US2.AAPL,1,20180920,13:49:00,220.6000000,220.6900000,220.6000000,220.6900000,4580
US2.AAPL,1,20180920,13:50:00,220.7000000,220.7400000,220.6900000,220.7000000,2600
US2.AAPL,1,20180920,13:51:00,220.7000000,220.7500000,220.7000000,220.7500000,1600
US2.AAPL,1,20180920,13:52:00,220.7200000,220.7200000,220.7150000,220.7150000,700
US2.AAPL,1,20180920,13:53:00,220.7000000,220.7100000,220.6800000,220.7000000,2500
US2.AAPL,1,20180920,13:54:00,220.6900000,220.7000000,220.6400000,220.6400000,1700
US2.AAPL,1,20180920,13:55:00,220.6100000,220.6800000,220.5750000,220.6700000,2600
US2.AAPL,1,20180920,13:56:00,220.6800000,220.7900000,220.6400000,220.6500000,5000
US2.AAPL,1,20180920,13:57:00,220.6500000,220.7100000,220.6400000,220.6800000,1700
US2.AAPL,1,20180920,13:58:00,220.7300000,220.7600000,220.7200000,220.7500000,1035
US2.AAPL,1,20180920,13:59:00,220.7600000,220.7700000,220.7500000,220.7500000,1300
US2.AAPL,1,20180920,14:00:00,220.7400000,220.7450000,220.7200000,220.7200000,500
US2.AAPL,1,20180920,14:01:00,220.7500000,220.8150000,220.7000000,220.7900000,3100
US2.AAPL,1,20180920,14:02:00,220.7850000,220.8400000,220.7850000,220.8350000,1500
US2.AAPL,1,20180920,14:03:00,220.8300000,220.8800000,220.8200000,220.8300000,1600
US2.AAPL,1,20180920,14:04:00,220.8200000,220.8200000,220.6600000,220.6700000,1700
US2.AAPL,1,20180920,14:05:00,220.6800000,220.7150000,220.6700000,220.6800000,1698
US2.AAPL,1,20180920,14:06:00,220.6800000,220.8500000,220.6700000,220.8300000,4615
US2.AAPL,1,20180920,14:07:00,220.7700000,220.7700000,220.6700000,220.6700000,2000
US2.AAPL,1,20180920,14:08:00,220.6600000,220.6700000,220.6100000,220.6600000,1900
US2.AAPL,1,20180920,14:09:00,220.6400000,220.6400000,220.5850000,220.6200000,2700
US2.AAPL,1,20180920,14:10:00,220.6200000,220.6500000,220.5050000,220.5500000,3100
US2.AAPL,1,20180920,14:11:00,220.5500000,220.6300000,220.5500000,220.6300000,1100
US2.AAPL,1,20180920,14:12:00,220.6300000,220.6400000,220.5800000,220.6000000,1700
US2.AAPL,1,20180920,14:13:00,220.5700000,220.6100000,220.5400000,220.5700000,1800
US2.AAPL,1,20180920,14:14:00,220.5700000,220.5800000,220.4500000,220.4500000,2500
US2.AAPL,1,20180920,14:15:00,220.4200000,220.4200000,220.3400000,220.4000000,2700
US2.AAPL,1,20180920,14:16:00,220.4100000,220.4200000,220.3250000,220.3250000,2291
US2.AAPL,1,20180920,14:17:00,220.3200000,220.4000000,220.2850000,220.4000000,3400
US2.AAPL,1,20180920,14:18:00,220.4200000,220.4700000,220.4100000,220.4200000,2138
US2.AAPL,1,20180920,14:19:00,220.4000000,220.4000000,220.3500000,220.3600000,1800
US2.AAPL,1,20180920,14:20:00,220.3600000,220.4400000,220.3600000,220.4000000,2800
US2.AAPL,1,20180920,14:21:00,220.4050000,220.4500000,220.4050000,220.4200000,2000
US2.AAPL,1,20180920,14:22:00,220.4200000,220.4200000,220.1600000,220.2300000,4302
US2.AAPL,1,20180920,14:23:00,220.2200000,220.2500000,220.1900000,220.2400000,3700
US2.AAPL,1,20180920,14:24:00,220.2400000,220.2600000,220.2100000,220.2500000,1900
US2.AAPL,1,20180920,14:25:00,220.2800000,220.2800000,220.0700000,220.1400000,3600
US2.AAPL,1,20180920,14:26:00,220.1500000,220.2500000,220.1500000,220.2400000,1200
US2.AAPL,1,20180920,14:27:00,220.2700000,220.2700000,220.1600000,220.1800000,1100
US2.AAPL,1,20180920,14:28:00,220.2000000,220.2900000,220.1900000,220.2900000,1800
US2.AAPL,1,20180920,14:29:00,220.3300000,220.4000000,220.2700000,220.2700000,3526
US2.AAPL,1,20180920,14:30:00,220.2600000,220.3100000,220.2450000,220.2800000,3100
US2.AAPL,1,20180920,14:31:00,220.2800000,220.3400000,220.2800000,220.3200000,1500
US2.AAPL,1,20180920,14:32:00,220.3300000,220.3300000,220.2900000,220.3100000,1200
US2.AAPL,1,20180920,14:33:00,220.3000000,220.3200000,220.2900000,220.3000000,1150
US2.AAPL,1,20180920,14:34:00,220.2800000,220.2800000,220.1850000,220.2100000,2500
US2.AAPL,1,20180920,14:35:00,220.2400000,220.2400000,220.1700000,220.2000000,1500
US2.AAPL,1,20180920,14:36:00,220.2100000,220.2550000,220.2000000,220.2200000,2600
US2.AAPL,1,20180920,14:37:00,220.2500000,220.2600000,220.1700000,220.2100000,2800
US2.AAPL,1,20180920,14:38:00,220.2000000,220.3200000,220.2000000,220.3200000,2200
US2.AAPL,1,20180920,14:39:00,220.3600000,220.4900000,220.3500000,220.4500000,2828
US2.AAPL,1,20180920,14:40:00,220.4600000,220.4800000,220.4100000,220.4700000,3000
US2.AAPL,1,20180920,14:41:00,220.4700000,220.4900000,220.4000000,220.4300000,2903
US2.AAPL,1,20180920,14:42:00,220.4500000,220.4900000,220.4150000,220.4600000,5217
US2.AAPL,1,20180920,14:43:00,220.4900000,220.4900000,220.3850000,220.4000000,5000
US2.AAPL,1,20180920,14:44:00,220.3800000,220.4200000,220.3700000,220.4200000,2400
US2.AAPL,1,20180920,14:45:00,220.4300000,220.4700000,220.4200000,220.4600000,1600
US2.AAPL,1,20180920,14:46:00,220.5000000,220.5700000,220.4900000,220.5600000,3200
US2.AAPL,1,20180920,14:47:00,220.5600000,220.5900000,220.5500000,220.5900000,2300
US2.AAPL,1,20180920,14:48:00,220.6100000,220.6300000,220.5800000,220.6100000,3000
US2.AAPL,1,20180920,14:49:00,220.6200000,220.6200000,220.6100000,220.6200000,700
US2.AAPL,1,20180920,14:50:00,220.6200000,220.6300000,220.6200000,220.6200000,500
US2.AAPL,1,20180920,14:51:00,220.6100000,220.6600000,220.5600000,220.6400000,6442
US2.AAPL,1,20180920,14:52:00,220.6400000,220.6400000,220.5800000,220.6300000,2400
US2.AAPL,1,20180920,14:53:00,220.6400000,220.6700000,220.6200000,220.6200000,1200
US2.AAPL,1,20180920,14:54:00,220.6200000,220.6300000,220.5800000,220.6250000,2756
US2.AAPL,1,20180920,14:55:00,220.6250000,220.6250000,220.5850000,220.6100000,3166
US2.AAPL,1,20180920,14:56:00,220.5900000,220.5900000,220.5350000,220.5400000,2298
US2.AAPL,1,20180920,14:57:00,220.5300000,220.5300000,220.4700000,220.5100000,3295
US2.AAPL,1,20180920,14:58:00,220.5100000,220.5200000,220.4500000,220.4900000,2176
US2.AAPL,1,20180920,14:59:00,220.4700000,220.5000000,220.4400000,220.4400000,1639
US2.AAPL,1,20180920,15:00:00,220.4600000,220.4600000,220.4000000,220.4200000,1900
US2.AAPL,1,20180920,15:01:00,220.4400000,220.5400000,220.4400000,220.5200000,2400
US2.AAPL,1,20180920,15:02:00,220.5400000,220.6400000,220.5200000,220.6400000,2400
US2.AAPL,1,20180920,15:03:00,220.6200000,220.6400000,220.5450000,220.5800000,2500
US2.AAPL,1,20180920,15:04:00,220.5600000,220.6100000,220.5600000,220.6100000,1800
US2.AAPL,1,20180920,15:05:00,220.6300000,220.6300000,220.5200000,220.5400000,2200
US2.AAPL,1,20180920,15:06:00,220.5400000,220.6400000,220.5400000,220.6300000,3200
US2.AAPL,1,20180920,15:07:00,220.6500000,220.6800000,220.6400000,220.6400000,700
US2.AAPL,1,20180920,15:08:00,220.6400000,220.6500000,220.6100000,220.6400000,3892
US2.AAPL,1,20180920,15:09:00,220.6400000,220.6800000,220.6300000,220.6300000,1899
US2.AAPL,1,20180920,15:10:00,220.6400000,220.6900000,220.6300000,220.6600000,1600
US2.AAPL,1,20180920,15:11:00,220.6700000,220.6700000,220.6000000,220.6300000,2400
US2.AAPL,1,20180920,15:12:00,220.6100000,220.6800000,220.6100000,220.6350000,4284
US2.AAPL,1,20180920,15:13:00,220.6500000,220.6600000,220.6300000,220.6600000,2410
US2.AAPL,1,20180920,15:14:00,220.6500000,220.7900000,220.6500000,220.7600000,3000
US2.AAPL,1,20180920,15:15:00,220.7400000,220.7400000,220.7000000,220.7300000,3134
US2.AAPL,1,20180920,15:16:00,220.7300000,220.7400000,220.6850000,220.6900000,3212
US2.AAPL,1,20180920,15:17:00,220.6850000,220.6850000,220.6400000,220.6500000,2214
US2.AAPL,1,20180920,15:18:00,220.6600000,220.6800000,220.5600000,220.5700000,2500
US2.AAPL,1,20180920,15:19:00,220.5800000,220.5800000,220.4850000,220.5200000,3089
US2.AAPL,1,20180920,15:20:00,220.5200000,220.5200000,220.3900000,220.3900000,4000
US2.AAPL,1,20180920,15:21:00,220.3800000,220.3900000,220.2800000,220.3600000,6121
US2.AAPL,1,20180920,15:22:00,220.3500000,220.4100000,220.3150000,220.3800000,4700
US2.AAPL,1,20180920,15:23:00,220.3900000,220.5500000,220.3900000,220.4500000,3200
US2.AAPL,1,20180920,15:24:00,220.4500000,220.5200000,220.4300000,220.5200000,3917
US2.AAPL,1,20180920,15:25:00,220.5400000,220.5800000,220.4600000,220.4900000,3600
US2.AAPL,1,20180920,15:26:00,220.5000000,220.5600000,220.4850000,220.5600000,1653
US2.AAPL,1,20180920,15:27:00,220.5600000,220.6000000,220.5500000,220.5800000,1100
US2.AAPL,1,20180920,15:28:00,220.5700000,220.6100000,220.5400000,220.5400000,2100
US2.AAPL,1,20180920,15:29:00,220.5100000,220.6400000,220.4800000,220.6300000,4621
US2.AAPL,1,20180920,15:30:00,220.6300000,220.6400000,220.5400000,220.6400000,3600
US2.AAPL,1,20180920,15:31:00,220.6200000,220.6200000,220.5600000,220.6100000,1725
US2.AAPL,1,20180920,15:32:00,220.6200000,220.6700000,220.5700000,220.6300000,2200
US2.AAPL,1,20180920,15:33:00,220.6250000,220.6500000,220.6000000,220.6200000,2535
US2.AAPL,1,20180920,15:34:00,220.6100000,220.6800000,220.5900000,220.6700000,3700
US2.AAPL,1,20180920,15:35:00,220.6900000,220.7600000,220.6900000,220.7000000,6277
US2.AAPL,1,20180920,15:36:00,220.6900000,220.7100000,220.6400000,220.6700000,2692
US2.AAPL,1,20180920,15:37:00,220.6600000,220.7300000,220.6600000,220.7200000,4200
US2.AAPL,1,20180920,15:38:00,220.7300000,220.7600000,220.6200000,220.6200000,6398
US2.AAPL,1,20180920,15:39:00,220.6300000,220.7100000,220.6200000,220.6200000,3718
US2.AAPL,1,20180920,15:40:00,220.6200000,220.6600000,220.6000000,220.6400000,5000
US2.AAPL,1,20180920,15:41:00,220.6500000,220.6500000,220.4750000,220.5500000,4488
US2.AAPL,1,20180920,15:42:00,220.5600000,220.5700000,220.4900000,220.5200000,4381
US2.AAPL,1,20180920,15:43:00,220.5200000,220.6200000,220.4800000,220.6200000,5499
US2.AAPL,1,20180920,15:44:00,220.6200000,220.6500000,220.5700000,220.6300000,4000
US2.AAPL,1,20180920,15:45:00,220.6200000,220.6200000,220.3500000,220.3600000,19020
US2.AAPL,1,20180920,15:46:00,220.3500000,220.5400000,220.3200000,220.4400000,7200
US2.AAPL,1,20180920,15:47:00,220.4700000,220.5600000,220.4200000,220.5300000,7400
US2.AAPL,1,20180920,15:48:00,220.5500000,220.5900000,220.4800000,220.5400000,8100
US2.AAPL,1,20180920,15:49:00,220.5500000,220.5900000,220.4500000,220.5900000,8084
US2.AAPL,1,20180920,15:50:00,220.5800000,220.6000000,220.4900000,220.5200000,8483
US2.AAPL,1,20180920,15:51:00,220.5000000,220.5000000,220.1600000,220.2100000,36118
US2.AAPL,1,20180920,15:52:00,220.2200000,220.2850000,220.1900000,220.2800000,7440
US2.AAPL,1,20180920,15:53:00,220.2850000,220.3800000,220.2600000,220.3600000,10463
US2.AAPL,1,20180920,15:54:00,220.3600000,220.3600000,220.2000000,220.2300000,8274
US2.AAPL,1,20180920,15:55:00,220.2300000,220.3550000,220.2300000,220.3500000,16273
US2.AAPL,1,20180920,15:56:00,220.3500000,220.4500000,220.3100000,220.4500000,8500
US2.AAPL,1,20180920,15:57:00,220.4600000,220.4600000,220.2900000,220.2900000,8864
US2.AAPL,1,20180920,15:58:00,220.2900000,220.3200000,220.2400000,220.2400000,9300
US2.AAPL,1,20180920,15:59:00,220.2400000,220.2600000,220.1900000,220.2500000,8595
US2.AAPL,1,20180920,16:00:00,220.2600000,220.3200000,220.0000000,220.0000000,44089
US2.AAPL,1,20180921,09:31:00,221.0100000,221.0700000,220.7000000,221.0300000,13347
US2.AAPL,1,20180921,09:32:00,221.0700000,221.1500000,220.2000000,220.4200000,7616
US2.AAPL,1,20180921,09:33:00,220.4200000,220.4600000,220.1200000,220.2200000,7700
US2.AAPL,1,20180921,09:34:00,220.2200000,220.5400000,219.9600000,220.4100000,19599
US2.AAPL,1,20180921,09:35:00,220.4600000,220.7000000,220.3200000,220.6000000,5682
US2.AAPL,1,20180921,09:36:00,220.5900000,220.8900000,220.3300000,220.8800000,6700
US2.AAPL,1,20180921,09:37:00,220.8300000,220.8300000,220.6200000,220.6800000,5789
US2.AAPL,1,20180921,09:38:00,220.7600000,221.1000000,220.7600000,220.9350000,11122
